,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine_CC,Power_bhp,Seats,Price_Lakh,Manufacturer
3564,11,45000,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,3.3,Toyota
3565,5,74000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,8.75,Maruti
3566,7,89000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,4.19,Hyundai
3567,1,13414,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,30.77,Mercedes-Benz
3568,14,95000,Petrol,Manual,Second,16.9,1497.0,100.0,5.0,2.11,Honda
3569,2,15900,Petrol,Manual,First,18.15,1198.0,82.0,6.0,6.25,Mahindra
3570,9,151000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.4,Toyota
3571,9,65000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.2,Honda
3572,3,36824,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,39.84,Audi
3573,7,65287,Diesel,Manual,First,20.0,1399.0,68.05,5.0,4.45,Ford
3574,6,52000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,19.5,Mercedes-Benz
3575,13,33000,Petrol,Manual,First,15.26,1150.0,74.9,5.0,1.75,Chevrolet
3576,4,71000,Diesel,Manual,First,25.83,1498.0,99.0,5.0,5.1,Ford
3577,7,71000,Diesel,Automatic,First,22.7,1582.0,126.2,5.0,6.8,Hyundai
3578,4,20000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,5.74,Maruti
3579,10,71000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,3.3,Maruti
3580,10,29000,Diesel,Automatic,First,9.9,3498.0,271.72,4.0,32.0,Mercedes-Benz
3581,4,27000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,35.0,BMW
3582,3,19000,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,8.9,Maruti
3583,9,58000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,4.0,Hyundai
3584,2,42203,Diesel,Manual,First,17.1,1956.0,170.0,5.0,19.46,Jeep
3585,11,94000,Diesel,Automatic,First,11.4,1991.0,142.0,5.0,5.25,Hyundai
3586,7,52000,CNG,Manual,Second,15.1,1196.0,73.0,5.0,2.6,Maruti
3587,2,4900,Diesel,Manual,First,21.5,1497.0,108.5,5.0,9.22,Tata
3588,7,70000,Petrol,Manual,First,21.1,814.0,55.2,5.0,1.8,Hyundai
3589,15,100000,Diesel,Manual,Second,13.5,1405.0,113.25304969366827,5.0,1.3,Tata
3590,5,65266,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,31.75,BMW
3591,6,54569,Diesel,Manual,First,20.77,1248.0,88.76,7.0,5.99,Maruti
3592,5,51361,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.94,Honda
3593,13,125000,Petrol,Manual,Third,16.6,1388.0,68.0,5.0,1.5,Ford
3594,12,66000,Petrol,Manual,Third,13.5,1799.0,130.0,5.0,3.25,Honda
3595,13,65047,LPG,Manual,First,17.3,1061.0,57.5,5.0,1.95,Maruti
3596,6,22281,Diesel,Manual,First,20.77,1248.0,88.8,7.0,6.5,Maruti
3597,7,63210,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.71,Hyundai
3598,2,31000,Petrol,Manual,First,20.14,1197.0,81.86,5.0,5.0,Hyundai
3599,12,60000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.99,Hyundai
3600,3,32006,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.25,Honda
3601,11,78000,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,8.0,Audi
3602,9,9489,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.95,Hyundai
3603,2,5000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.5,Renault
3604,8,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,16.0,Audi
3605,5,50000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.75,Maruti
3606,5,53000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,6.95,Honda
3607,9,64000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,12.5,Mercedes-Benz
3608,3,43827,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,36.83,Audi
3609,9,36431,Petrol,Manual,First,16.2,1199.0,74.0,5.0,2.7,Volkswagen
3610,3,35000,Diesel,Manual,First,21.38,1396.0,88.7,5.0,9.9,Hyundai
3611,9,94832,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.83,Honda
3612,8,88381,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.25,Honda
3613,4,45194,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.75,Maruti
3614,10,66000,Petrol,Manual,Second,16.51,1586.0,103.2,5.0,2.46,Maruti
3615,6,38578,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.96,Maruti
3616,5,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,8.25,Maruti
3617,2,20632,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.58,Hyundai
3618,6,73042,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.99,Hyundai
3619,6,54257,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.25,Honda
3620,7,93000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,5.0,Skoda
3621,15,102000,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,4.65,Mercedes-Benz
3622,4,28881,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,21.37,Hyundai
3623,13,52195,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.75,Maruti
3624,2,20422,Diesel,Manual,First,12.4,2499.0,134.0,5.0,16.09,ISUZU
3625,8,38000,Diesel,Manual,First,24.8,1396.0,88.7,5.0,4.1,Hyundai
3626,5,92885,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.56,Ford
3627,10,43000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,4.21,Honda
3628,4,70478,Diesel,Manual,First,17.8,1248.0,113.25304969366827,5.0,6.86,Maruti
3629,5,57000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,6.6,Hyundai
3630,2,32434,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,14.35,Hyundai
3631,3,32000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,9.5,Ford
3632,9,59000,Diesel,Automatic,First,11.2,2993.0,241.0,4.0,21.9,BMW
3633,4,76467,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,30.45,BMW
3634,4,100000,Diesel,Manual,First,25.83,1498.0,99.0,5.0,5.1,Ford
3635,7,37086,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,5.44,Hyundai
3636,10,135000,Diesel,Manual,First,13.8,1399.0,68.0,5.0,1.6,Ford
3637,6,54862,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,16.67,Audi
3638,10,67758,Petrol,Manual,First,10.8,2354.0,113.25304969366827,5.0,9.5,Honda
3639,8,56200,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,3.85,Hyundai
3640,9,169006,Diesel,Manual,First,14.24,2755.0,174.5,7.0,10.64,Toyota
3641,4,20229,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.5,Renault
3642,12,62000,Petrol,Manual,Third,18.0,995.0,62.0,5.0,1.1,Chevrolet
3643,9,51500,Petrol,Manual,Second,16.2,1599.0,103.2,5.0,2.6,Hyundai
3644,8,69000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,18.5,BMW
3645,16,167000,Petrol,Manual,First,0.0,1086.0,113.25304969366827,5.0,1.35,Hyundai
3646,5,62476,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.95,Maruti
3647,3,60500,Diesel,Manual,First,25.4,1186.0,73.97,5.0,5.49,Hyundai
3648,3,17978,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.95,Honda
3649,12,300000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,1.0,Tata
3650,7,123000,Diesel,Manual,Second,17.8,1399.0,67.0,5.0,4.45,Ford
3651,4,45296,Diesel,Manual,First,25.1,1248.0,88.5,5.0,6.99,Maruti
3652,12,77325,Petrol,Manual,First,15.6,1586.0,104.68,5.0,3.51,Maruti
3653,2,25858,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.54,Maruti
3654,4,120000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.65,Maruti
3655,4,22000,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,16.0,Hyundai
3656,8,11000,Petrol,Manual,First,16.2,995.0,62.1,5.0,1.4,Chevrolet
3657,3,3900,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.45,Hyundai
3658,4,106092,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.4,Hyundai
3659,5,27000,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,5.95,Honda
3660,7,11000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.9,Honda
3661,4,39753,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,35.28,Mercedes-Benz
3662,3,39800,Diesel,Manual,First,17.6,2179.0,153.86,7.0,14.25,Tata
3663,3,73000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.5,Hyundai
3664,5,55000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.5,Ford
3665,3,18351,Petrol,Automatic,First,21.9,624.0,37.48,4.0,3.41,Tata
3666,7,45000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,3.25,Honda
3667,4,112200,Diesel,Manual,First,24.52,1248.0,88.5,7.0,8.3,Maruti
3668,10,29000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.45,Hyundai
3669,13,57309,Petrol,Manual,First,17.0,1086.0,113.25304969366827,5.0,2.1,Hyundai
3670,5,53392,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11.95,Mahindra
3671,10,71000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.25,Volkswagen
3672,6,93000,Diesel,Manual,First,14.0,2179.0,138.1,7.0,8.25,Tata
3673,10,119000,Petrol,Manual,First,10.2,2354.0,180.0,5.0,5.95,Honda
3674,4,42225,Petrol,Manual,First,15.1,1196.0,73.0,7.0,4.3,Maruti
3675,8,65000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.9,Maruti
3676,4,27809,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,6.41,Maruti
3677,5,65100,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8.36,Mahindra
3678,6,51000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,3.85,Hyundai
3679,3,10000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,36.0,Mercedes-Benz
3680,9,54895,Petrol,Manual,First,13.14,1798.0,160.0,5.0,7.5,Skoda
3681,5,80768,Diesel,Manual,First,20.14,1498.0,88.73,5.0,5.7,Volkswagen
3682,1,12076,Petrol,Manual,First,20.89,1197.0,81.8,5.0,5.5,Maruti
3683,4,49000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.9,Maruti
3684,5,42366,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.75,Honda
3685,10,68000,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,18.0,BMW
3686,12,122397,Diesel,Manual,First,17.5,1896.0,106.0,5.0,4.4,Skoda
3687,3,50534,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,8.27,Volkswagen
3688,6,55300,Diesel,Manual,First,19.87,1461.0,83.8,5.0,4.75,Renault
3689,12,73095,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,3.8,Honda
3690,9,51100,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.4,Volkswagen
3691,4,13436,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,4.7,Hyundai
3692,12,76000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,1.49,Ford
3693,4,63141,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,4.5,Hyundai
3694,6,74885,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.4,Honda
3695,4,14000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,11.5,Honda
3696,8,56000,Diesel,Manual,Second,20.4,1461.0,108.5,5.0,3.5,Renault
3697,10,46000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,16.5,BMW
3698,8,51800,Petrol,Manual,First,15.5,1586.0,103.3,5.0,3.9,Maruti
3699,13,81000,Petrol,Automatic,First,16.4,1497.0,78.0,5.0,3.25,Honda
3700,2,17370,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5.84,Volkswagen
3701,4,18456,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5.75,Volkswagen
3702,10,59000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,10.0,Audi
3703,14,141537,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.05,Maruti
3704,7,51000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,5.64,Hyundai
3705,1,29311,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,50.97,Mercedes-Benz
3706,4,31000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,29.95,BMW
3707,6,80000,Diesel,Manual,Second,24.2,1498.0,98.6,7.0,4.85,Honda
3708,4,33000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,14.5,Hyundai
3709,9,71556,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.5,Honda
3710,9,85000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,3.2,Ford
3711,4,91000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.5,Maruti
3712,5,73187,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,30.72,Mercedes-Benz
3713,11,232000,Diesel,Manual,First,11.5,1991.0,147.9,7.0,3.5,Chevrolet
3714,13,127079,Diesel,Manual,First,12.8,2494.0,102.0,7.0,6.99,Toyota
3715,6,58816,Diesel,Manual,First,17.21,1493.0,100.0,7.0,3.45,Mahindra
3716,5,63818,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.57,Honda
3717,6,40000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,17.5,Audi
3718,7,77445,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.75,Volkswagen
3719,3,14000,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,9.99,Ford
3720,8,85122,Diesel,Manual,First,12.99,2494.0,100.0,7.0,8.2,Toyota
3721,15,123000,Petrol,Manual,Third,13.0,1493.0,100.0,5.0,1.1,Honda
3722,5,61000,CNG,Manual,First,22.1,1586.0,85.7,5.0,3.89,Maruti
3723,5,63714,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.45,Maruti
3724,11,53000,Diesel,Automatic,First,8.7,2987.0,224.34,5.0,13.75,Mercedes-Benz
3725,3,60000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,3.0,Maruti
3726,3,33000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.25,Maruti
3727,7,31000,Diesel,Automatic,First,13.2,2400.0,215.0,5.0,17.65,Volvo
3728,6,79000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,18.25,Toyota
3729,7,67914,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.45,Hyundai
3730,5,58970,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,23.75,Audi
3731,7,60000,Diesel,Manual,Second,19.64,1461.0,108.5,5.0,5.45,Nissan
3732,3,35225,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5.25,Maruti
3733,15,69496,Petrol,Manual,First,15.9,1298.0,113.25304969366827,5.0,1.1,Maruti
3734,8,62282,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,2.9,Hyundai
3735,10,80000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,14.2,BMW
3736,2,43698,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.8,Hyundai
3737,3,28052,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,7.22,Hyundai
3738,4,29091,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.87,Hyundai
3739,7,63000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.3,Volkswagen
3740,13,91000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,3.0,Honda
3741,6,30000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,26.0,Mercedes-Benz
3742,3,24571,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.9,Maruti
3743,6,45000,Petrol,Automatic,First,15.74,1591.0,121.3,5.0,7.5,Hyundai
3744,5,24617,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.36,Maruti
3745,3,26927,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.39,Maruti
3746,7,87736,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.02,Mahindra
3747,4,35299,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.0,Maruti
3748,3,51612,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.11,Hyundai
3749,22,55300,Diesel,Automatic,First,10.0,1796.0,157.7,5.0,3.9,Mercedes-Benz
3750,11,65090,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.15,Maruti
3751,7,40000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,3.25,Honda
3752,5,38467,Diesel,Automatic,First,12.65,2993.0,255.0,5.0,70.66,Land
3753,7,71904,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.61,Hyundai
3754,12,87000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2.35,Honda
3755,6,33000,Diesel,Manual,Second,24.0,1120.0,70.0,5.0,4.05,Hyundai
3756,11,22100,Petrol,Manual,Second,16.1,796.0,37.0,4.0,0.8,Maruti
3757,6,59589,Diesel,Manual,First,23.59,1364.0,67.1,5.0,5.6,Toyota
3758,5,44000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,5.35,Hyundai
3759,3,12000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.25,Maruti
3760,8,66000,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,11.5,BMW
3761,4,38009,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25,Maruti
3762,11,35000,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,4.45,Skoda
3763,11,70000,Diesel,Manual,First,14.0,2498.0,112.0,7.0,2.85,Mahindra
3764,6,86000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.85,Mahindra
3765,4,32000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,5.3,Maruti
3766,3,15000,Petrol,Manual,First,18.88,999.0,123.24,5.0,8.0,Ford
3767,6,69918,Diesel,Manual,First,21.43,1364.0,87.2,5.0,9.43,Toyota
3768,8,39000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.75,Hyundai
3769,2,1011,Diesel,Manual,First,20.37,1461.0,108.45,5.0,13.5,Renault
3770,11,85000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,9.99,Mercedes-Benz
3771,3,46663,Petrol,Manual,First,21.1,998.0,100.0,5.0,6.95,Maruti
3772,5,27000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,6.75,Nissan
3773,5,15000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.5,Hyundai
3774,2,10575,Petrol,Manual,First,21.56,1462.0,103.25,5.0,9.18,Maruti
3775,6,12500,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.15,Hyundai
3776,8,52000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.5,Hyundai
3777,5,49818,Petrol,Manual,First,21.5,1197.0,81.8,5.0,4.11,Maruti
3778,12,90000,Diesel,Manual,Second,16.8,1493.0,110.0,5.0,2.25,Hyundai
3779,5,52207,Petrol,Manual,First,17.71,1197.0,78.9,5.0,4.56,Toyota
3780,7,167362,Diesel,Manual,First,11.68,2498.0,112.0,7.0,4.0,Mahindra
3781,5,49894,Diesel,Manual,First,23.59,1364.0,67.06,5.0,5.27,Toyota
3782,1,13024,Diesel,Manual,First,18.06,2523.0,63.0,7.0,9.11,Mahindra
3783,10,128000,Diesel,Manual,Second,14.42,1995.0,147.6,5.0,6.2,Nissan
3784,3,26023,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.97,Toyota
3785,4,42784,Diesel,Manual,First,21.38,1396.0,88.7,5.0,10.17,Hyundai
3786,6,115000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,4.5,Maruti
3787,1,30529,Diesel,Manual,First,23.9,1582.0,126.2,5.0,14.28,Hyundai
3788,8,14814,Petrol,Manual,Second,19.7,796.0,46.3,5.0,2.47,Maruti
3789,4,58000,Diesel,Manual,First,23.65,1248.0,88.5,5.0,7.9,Maruti
3790,9,68128,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.3,Hyundai
3791,7,63220,Petrol,Manual,First,13.24,1598.0,102.5,5.0,6.5,Nissan
3792,4,30000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.25,Hyundai
3793,3,27768,Diesel,Manual,First,20.65,1248.0,88.7,5.0,5.85,Tata
3794,6,53000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,29.0,Mercedes-Benz
3795,6,87652,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,25.71,Audi
3796,12,94873,Petrol,Manual,Second,15.3,1596.0,101.0,5.0,1.85,Ford
3797,5,56000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,22.75,BMW
3798,2,18678,Petrol,Manual,First,21.1,998.0,100.0,5.0,8.32,Maruti
3799,6,30000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,26.0,Mercedes-Benz
3800,8,129000,Diesel,Automatic,First,12.8,2953.0,113.25304969366827,5.278735151413753,7.0,Ford
3801,7,59000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.45,Hyundai
3802,3,13000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.15,Hyundai
3803,6,74325,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.51,Honda
3804,5,45000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,3.45,Hyundai
3805,7,57000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.75,Volkswagen
3806,19,125943,Petrol,Manual,Second,13.0,1493.0,100.0,5.0,1.45,Honda
3807,12,80000,Diesel,Manual,First,18.7,1896.0,66.0,5.0,2.2,Skoda
3808,10,154000,Diesel,Manual,First,13.1,2499.0,141.0,7.0,7.99,Ford
3809,7,62000,Diesel,Manual,Second,18.3,1991.0,147.9,5.0,6.75,Chevrolet
3810,7,27000,Petrol,Automatic,First,14.0,1621.276449941501,113.25304969366827,5.278735151413753,11.99,Honda
3811,6,45000,Diesel,Manual,First,24.2,1498.0,98.6,7.0,5.0,Honda
3812,8,105000,Diesel,Manual,Second,20.77,1248.0,88.76,7.0,5.9,Maruti
3813,7,26000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75,Hyundai
3814,6,30900,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,29.5,Jaguar
3815,6,48000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.75,Honda
3816,9,112719,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,11.5,Audi
3817,3,5000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.95,Hyundai
3818,4,16000,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5.4,Volkswagen
3819,9,63000,Petrol,Automatic,First,13.4,1997.0,135.1,5.0,4.75,Renault
3820,9,28300,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.15,Maruti
3821,15,49000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.9,Maruti
3822,4,12501,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.5,Maruti
3823,4,56628,Diesel,Manual,First,20.4,1248.0,92.0,5.0,5.85,Fiat
3824,10,105000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.15,Maruti
3825,4,52126,Diesel,Manual,First,21.64,1461.0,84.8,5.0,6.0,Renault
3826,10,38000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.23,Hyundai
3827,4,50000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,2.5,Hyundai
3828,5,50230,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.87,Maruti
3829,6,31000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.5,Mahindra
3830,6,79000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,17.75,Toyota
3831,8,130000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,3.75,Renault
3832,10,115000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,1.5,Hyundai
3833,7,41500,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.0,Hyundai
3834,6,54385,Diesel,Automatic,Second,15.06,1995.0,177.0,5.0,17.0,BMW
3835,9,56361,Petrol,Automatic,First,12.9,1799.0,130.0,5.0,4.38,Honda
3836,2,22000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,41.5,Audi
3837,3,8000,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.0,Maruti
3838,2,28741,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.0,Maruti
3839,8,117236,Diesel,Automatic,Second,11.8,2720.0,190.0,7.0,14.0,Land
3840,4,30500,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,7.65,Maruti
3841,2,5000,Petrol,Manual,First,17.0,1591.0,121.3,5.0,8.7,Hyundai
3842,4,42000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,9.9,Maruti
3843,10,32773,Petrol,Manual,First,13.2,1495.0,94.0,5.0,2.05,Hyundai
3844,4,19008,Petrol,Manual,First,17.0,1197.0,80.0,5.0,5.25,Hyundai
3845,8,32542,Petrol,Manual,First,17.0,1591.0,121.3,5.0,5.77,Hyundai
3846,10,94753,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.95,Maruti
3847,9,70000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,7.45,Mahindra
3848,8,68347,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.6,Maruti
3849,9,72000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,3.25,Hyundai
3850,10,75014,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.85,Maruti
3851,7,65000,Diesel,Automatic,Second,13.73,1995.0,148.0,5.0,7.5,Renault
3852,8,55598,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,11.5,BMW
3853,7,50000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.25,Honda
3854,17,44200,Petrol,Manual,Second,11.7,1997.0,134.0,5.0,1.5,Hyundai
3855,6,65000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,5.31,Maruti
3856,7,49000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.0,Mahindra
3857,4,7200,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.59,Hyundai
3858,4,43152,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7.35,Maruti
3859,7,112000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,12.0,Toyota
3860,3,23540,Petrol,Manual,First,18.9,1197.0,82.0,5.0,6.02,Hyundai
3861,12,82160,Diesel,Manual,First,16.52,1991.0,123.7,5.0,2.57,Chevrolet
3862,7,57000,Diesel,Manual,First,12.83,2696.0,162.0,7.0,12.45,Mahindra
3863,5,39335,Diesel,Manual,First,15.1,2179.0,140.0,7.0,12.63,Mahindra
3864,6,62000,Petrol,Manual,Second,17.4,1497.0,117.3,5.0,7.75,Honda
3865,6,60000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.5,Ford
3866,5,35000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4.43,Hyundai
3867,4,32345,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,24.51,Mercedes-Benz
